Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,IncomeRatio,LoanAmountRatio,Gender_encoded,Married_encoded,Dependents_encoded,Education_encoded,Self_Employed_encoded,Property_Area_encoded,Loan_Status_encoded
LP568,Female,No,1,Graduate,Yes,2643,1526,198,300,1,Rural,Y,4169,21.055555555555557,0.66,0,0,1,0,1,0,1
LP569,Male,Yes,3+,Not Graduate,No,7310,2896,149,60,1,Urban,Y,10206,68.49664429530202,2.4833333333333334,1,1,3,1,0,2,1
LP570,Male,No,0,Not Graduate,Yes,5601,3103,563,180,0,Semiurban,Y,8704,15.460035523978686,3.1277777777777778,1,0,0,1,1,1,1
LP571,Female,No,1,Graduate,No,5408,2440,666,240,1,Semiurban,Y,7848,11.783783783783784,2.775,0,0,1,0,0,1,1
LP572,Male,No,0,Not Graduate,No,506,4135,323,12,1,Semiurban,Y,4641,14.368421052631579,26.916666666666668,1,0,0,1,0,1,1
LP573,Male,No,0,Not Graduate,Yes,5870,3802,452,180,1,Rural,N,9672,21.398230088495577,2.511111111111111,1,0,0,1,1,0,0
LP574,Female,No,0,Graduate,Yes,6567,844,327,240,0,Rural,N,7411,22.66360856269113,1.3625,0,0,0,0,1,0,0
LP575,Male,No,0,Graduate,Yes,7336,446,449,180,0,Semiurban,N,7782,17.33184855233853,2.4944444444444445,1,0,0,0,1,1,0
LP576,Female,Yes,1,Graduate,Yes,6252,3915,100,84,0,Semiurban,Y,10167,101.67,1.1904761904761905,0,1,1,0,1,1,1
LP577,Male,Yes,0,Not Graduate,Yes,6604,3109,187,12,1,Urban,N,9713,51.94117647058823,15.583333333333334,1,1,0,1,1,2,0
LP578,Female,No,0,Graduate,Yes,1019,1234,64,360,1,Urban,Y,2253,35.203125,0.17777777777777778,0,0,0,0,1,2,1
LP579,Female,No,3+,Not Graduate,No,1035,226,163,84,0,Urban,Y,1261,7.736196319018405,1.9404761904761905,0,0,3,1,0,2,1
LP580,Female,Yes,1,Graduate,No,2151,4143,680,240,0,Rural,N,6294,9.255882352941176,2.8333333333333335,0,1,1,0,0,0,0
LP581,Female,No,1,Graduate,Yes,6447,2959,119,240,1,Semiurban,Y,9406,79.04201680672269,0.49583333333333335,0,0,1,0,1,1,1
LP582,Male,No,2,Graduate,No,5659,1830,145,36,1,Rural,Y,7489,51.648275862068964,4.027777777777778,1,0,2,0,0,0,1
LP583,Female,Yes,1,Not Graduate,Yes,1433,3779,240,12,0,Semiurban,Y,5212,21.716666666666665,20.0,0,1,1,1,1,1,1
LP584,Female,No,1,Not Graduate,No,769,186,476,300,1,Urban,Y,955,2.0063025210084033,1.5866666666666667,0,0,1,1,0,2,1
LP585,Female,No,2,Graduate,No,1032,2877,489,300,1,Urban,Y,3909,7.993865030674846,1.63,0,0,2,0,0,2,1
LP586,Male,No,1,Graduate,Yes,946,2535,76,240,1,Urban,Y,3481,45.80263157894737,0.31666666666666665,1,0,1,0,1,2,1
LP587,Female,Yes,1,Graduate,Yes,3792,1932,257,300,1,Urban,N,5724,22.27237354085603,0.8566666666666667,0,1,1,0,1,2,0
LP588,Male,Yes,1,Not Graduate,Yes,6418,2924,331,60,1,Semiurban,Y,9342,28.22356495468278,5.516666666666667,1,1,1,1,1,1,1
LP589,Female,Yes,1,Graduate,No,3575,848,526,36,1,Urban,Y,4423,8.408745247148289,14.61111111111111,0,1,1,0,0,2,1
LP590,Male,No,2,Not Graduate,Yes,1446,2032,440,240,1,Semiurban,Y,3478,7.904545454545454,1.8333333333333333,1,0,2,1,1,1,1
LP591,Male,No,1,Graduate,No,4864,1252,495,300,0,Semiurban,Y,6116,12.355555555555556,1.65,1,0,1,0,0,1,1
LP592,Female,Yes,1,Graduate,Yes,6080,1881,614,12,0,Rural,N,7961,12.965798045602606,51.166666666666664,0,1,1,0,1,0,0
LP593,Male,No,2,Graduate,No,394,269,437,360,1,Urban,Y,663,1.517162471395881,1.2138888888888888,1,0,2,0,0,2,1
LP594,Female,No,3+,Graduate,No,3045,1630,277,84,1,Urban,Y,4675,16.87725631768953,3.2976190476190474,0,0,3,0,0,2,1
LP595,Female,No,0,Graduate,Yes,6743,3203,545,84,1,Rural,Y,9946,18.24954128440367,6.488095238095238,0,0,0,0,1,0,1
LP596,Female,No,3+,Graduate,No,1079,1574,156,60,0,Semiurban,N,2653,17.006410256410255,2.6,0,0,3,0,0,1,0
LP597,Male,No,2,Not Graduate,No,5516,2892,126,180,0,Urban,N,8408,66.73015873015873,0.7,1,0,2,1,0,2,0
LP598,Male,Yes,0,Graduate,Yes,669,1695,375,12,1,Semiurban,Y,2364,6.304,31.25,1,1,0,0,1,1,1
LP599,Female,No,2,Not Graduate,No,3362,3258,74,180,0,Rural,Y,6620,89.45945945945945,0.4111111111111111,0,0,2,1,0,0,1
LP600,Female,Yes,2,Graduate,Yes,2559,3262,378,36,1,Semiurban,Y,5821,15.399470899470899,10.5,0,1,2,0,1,1,1
LP601,Male,No,1,Graduate,Yes,157,1445,183,360,1,Urban,Y,1602,8.754098360655737,0.5083333333333333,1,0,1,0,1,2,1
LP602,Female,Yes,0,Not Graduate,Yes,2675,219,596,36,1,Semiurban,Y,2894,4.855704697986577,16.555555555555557,0,1,0,1,1,1,1
LP603,Female,No,1,Graduate,Yes,3573,52,503,240,1,Semiurban,N,3625,7.20675944333996,2.095833333333333,0,0,1,0,1,1,0
LP604,Female,Yes,0,Not Graduate,No,2169,1757,122,12,1,Urban,Y,3926,32.18032786885246,10.166666666666666,0,1,0,1,0,2,1
LP605,Male,No,2,Not Graduate,No,4740,1666,119,240,1,Urban,N,6406,53.831932773109244,0.49583333333333335,1,0,2,1,0,2,0
LP606,Male,Yes,2,Graduate,No,5875,2785,447,120,1,Semiurban,Y,8660,19.373601789709173,3.725,1,1,2,0,0,1,1
LP607,Male,No,3+,Not Graduate,Yes,7126,719,155,300,0,Semiurban,Y,7845,50.61290322580645,0.5166666666666667,1,0,3,1,1,1,1
LP608,Female,Yes,0,Not Graduate,No,7744,405,43,84,1,Rural,Y,8149,189.51162790697674,0.5119047619047619,0,1,0,1,0,0,1
LP609,Female,No,1,Graduate,No,5308,2294,317,240,0,Urban,Y,7602,23.981072555205046,1.3208333333333333,0,0,1,0,0,2,1
LP610,Female,Yes,3+,Not Graduate,Yes,6886,71,546,180,1,Semiurban,Y,6957,12.741758241758241,3.033333333333333,0,1,3,1,1,1,1
LP611,Male,Yes,3+,Graduate,Yes,4432,2053,22,120,1,Urban,Y,6485,294.77272727272725,0.18333333333333332,1,1,3,0,1,2,1
LP612,Female,No,3+,Graduate,No,3817,1229,382,84,0,Rural,Y,5046,13.209424083769633,4.5476190476190474,0,0,3,0,0,0,1
LP613,Female,No,1,Graduate,Yes,3821,1567,565,240,0,Semiurban,Y,5388,9.536283185840707,2.3541666666666665,0,0,1,0,1,1,1
LP614,Female,Yes,3+,Graduate,Yes,2951,3682,436,120,1,Semiurban,Y,6633,15.213302752293577,3.6333333333333333,0,1,3,0,1,1,1
LP615,Female,No,1,Not Graduate,Yes,6123,2953,241,120,0,Semiurban,Y,9076,37.6597510373444,2.0083333333333333,0,0,1,1,1,1,1
LP616,Male,Yes,3+,Graduate,Yes,6386,698,571,12,1,Urban,Y,7084,12.40630472854641,47.583333333333336,1,1,3,0,1,2,1
LP617,Male,Yes,1,Graduate,No,235,826,671,36,1,Rural,Y,1061,1.5812220566318926,18.63888888888889,1,1,1,0,0,0,1
LP618,Female,Yes,2,Not Graduate,Yes,3265,348,448,120,0,Urban,Y,3613,8.064732142857142,3.7333333333333334,0,1,2,1,1,2,1
LP619,Male,No,2,Graduate,Yes,4382,3908,510,60,0,Semiurban,Y,8290,16.254901960784313,8.5,1,0,2,0,1,1,1
LP620,Male,Yes,2,Graduate,Yes,2618,307,283,36,0,Rural,N,2925,10.335689045936396,7.861111111111111,1,1,2,0,1,0,0
LP621,Female,Yes,2,Not Graduate,Yes,6367,3416,84,84,0,Semiurban,N,9783,116.46428571428571,1.0,0,1,2,1,1,1,0
LP622,Female,No,2,Not Graduate,Yes,3769,2334,447,84,1,Semiurban,Y,6103,13.65324384787472,5.321428571428571,0,0,2,1,1,1,1
LP623,Male,No,3+,Not Graduate,Yes,1786,2809,297,84,0,Urban,Y,4595,15.47138047138047,3.5357142857142856,1,0,3,1,1,2,1
LP624,Female,No,3+,Not Graduate,Yes,3733,3558,548,84,0,Semiurban,Y,7291,13.304744525547445,6.523809523809524,0,0,3,1,1,1,1
LP625,Male,No,3+,Not Graduate,Yes,7473,3477,261,60,0,Rural,N,10950,41.95402298850575,4.35,1,0,3,1,1,0,0
LP626,Female,Yes,1,Not Graduate,No,4159,2686,134,240,0,Semiurban,Y,6845,51.082089552238806,0.5583333333333333,0,1,1,1,0,1,1
LP627,Male,Yes,1,Not Graduate,Yes,3476,2985,185,360,0,Semiurban,Y,6461,34.924324324324324,0.5138888888888888,1,1,1,1,1,1,1
LP628,Female,Yes,1,Graduate,No,2368,275,45,120,1,Urban,N,2643,58.733333333333334,0.375,0,1,1,0,0,2,0
LP629,Male,Yes,1,Not Graduate,Yes,5997,2547,418,84,1,Rural,Y,8544,20.440191387559807,4.976190476190476,1,1,1,1,1,0,1
LP630,Male,No,2,Not Graduate,Yes,2367,2764,619,36,0,Urban,Y,5131,8.289176090468498,17.194444444444443,1,0,2,1,1,2,1
LP631,Male,Yes,2,Not Graduate,Yes,6033,336,618,36,0,Semiurban,Y,6369,10.305825242718447,17.166666666666668,1,1,2,1,1,1,1
LP632,Female,Yes,2,Graduate,Yes,5117,1973,135,120,1,Urban,Y,7090,52.51851851851852,1.125,0,1,2,0,1,2,1
LP633,Male,No,0,Graduate,No,2519,2979,491,240,0,Urban,N,5498,11.19755600814664,2.0458333333333334,1,0,0,0,0,2,0
LP634,Male,Yes,3+,Not Graduate,Yes,3788,3968,176,360,1,Urban,N,7756,44.06818181818182,0.4888888888888889,1,1,3,1,1,2,0
LP635,Female,Yes,1,Not Graduate,Yes,2653,910,600,240,1,Urban,Y,3563,5.9383333333333335,2.5,0,1,1,1,1,2,1
LP636,Female,Yes,1,Not Graduate,No,1093,1996,302,120,0,Semiurban,Y,3089,10.228476821192054,2.5166666666666666,0,1,1,1,0,1,1
LP637,Male,Yes,2,Graduate,No,5872,3129,646,180,1,Semiurban,Y,9001,13.93343653250774,3.588888888888889,1,1,2,0,0,1,1
LP638,Male,Yes,1,Graduate,Yes,2987,3757,351,60,0,Rural,Y,6744,19.213675213675213,5.85,1,1,1,0,1,0,1
LP639,Female,Yes,1,Not Graduate,No,2810,327,318,120,0,Urban,Y,3137,9.864779874213836,2.65,0,1,1,1,0,2,1
LP640,Female,No,3+,Graduate,No,7472,1799,670,300,1,Urban,Y,9271,13.83731343283582,2.2333333333333334,0,0,3,0,0,2,1
LP641,Female,No,2,Not Graduate,No,3086,314,536,12,1,Rural,Y,3400,6.343283582089552,44.666666666666664,0,0,2,1,0,0,1
LP642,Female,Yes,3+,Graduate,Yes,4594,3545,548,12,0,Urban,Y,8139,14.852189781021897,45.666666666666664,0,1,3,0,1,2,1
LP643,Female,Yes,0,Graduate,Yes,7768,1134,427,240,1,Rural,Y,8902,20.847775175644028,1.7791666666666666,0,1,0,0,1,0,1
LP644,Male,No,0,Not Graduate,Yes,4097,2746,452,120,0,Semiurban,Y,6843,15.139380530973451,3.7666666666666666,1,0,0,1,1,1,1
LP645,Female,Yes,0,Not Graduate,No,1826,1520,693,120,1,Rural,Y,3346,4.828282828282828,5.775,0,1,0,1,0,0,1
LP646,Male,Yes,2,Not Graduate,Yes,1346,155,566,12,1,Urban,Y,1501,2.6519434628975267,47.166666666666664,1,1,2,1,1,2,1
LP647,Male,Yes,1,Not Graduate,No,4255,1724,244,360,0,Rural,Y,5979,24.50409836065574,0.6777777777777778,1,1,1,1,0,0,1
LP648,Male,No,2,Graduate,Yes,2937,3343,447,12,0,Semiurban,Y,6280,14.049217002237137,37.25,1,0,2,0,1,1,1
LP649,Female,Yes,2,Graduate,Yes,7582,886,222,120,0,Urban,Y,8468,38.14414414414414,1.85,0,1,2,0,1,2,1
LP650,Male,No,1,Graduate,No,1611,3073,93,360,1,Semiurban,Y,4684,50.365591397849464,0.25833333333333336,1,0,1,0,0,1,1
LP651,Male,Yes,3+,Not Graduate,Yes,8077,2805,93,84,0,Semiurban,Y,10882,117.01075268817205,1.1071428571428572,1,1,3,1,1,1,1
LP652,Female,No,0,Graduate,No,3468,721,497,300,0,Rural,Y,4189,8.428571428571429,1.6566666666666667,0,0,0,0,0,0,1
LP653,Male,No,3+,Not Graduate,No,816,912,73,180,1,Semiurban,Y,1728,23.671232876712327,0.40555555555555556,1,0,3,1,0,1,1
LP654,Male,Yes,0,Graduate,Yes,6839,3357,654,60,1,Urban,N,10196,15.590214067278287,10.9,1,1,0,0,1,2,0
LP655,Female,No,2,Not Graduate,No,5768,870,671,84,0,Semiurban,Y,6638,9.892697466467958,7.988095238095238,0,0,2,1,0,1,1
LP656,Male,Yes,0,Not Graduate,Yes,2326,4108,635,36,0,Semiurban,Y,6434,10.13228346456693,17.63888888888889,1,1,0,1,1,1,1
LP657,Male,No,2,Graduate,Yes,3893,497,72,12,0,Rural,Y,4390,60.97222222222222,6.0,1,0,2,0,1,0,1
LP658,Male,Yes,3+,Not Graduate,No,750,1756,351,300,0,Semiurban,Y,2506,7.139601139601139,1.17,1,1,3,1,0,1,1
LP659,Female,Yes,2,Not Graduate,Yes,2802,1117,360,12,1,Rural,Y,3919,10.886111111111111,30.0,0,1,2,1,1,0,1
LP660,Female,No,3+,Graduate,No,4572,3409,166,12,1,Rural,Y,7981,48.07831325301205,13.833333333333334,0,0,3,0,0,0,1
LP661,Female,Yes,1,Not Graduate,Yes,3974,2828,597,84,0,Urban,Y,6802,11.393634840871021,7.107142857142857,0,1,1,1,1,2,1
LP662,Male,Yes,1,Not Graduate,Yes,4056,1647,499,180,0,Urban,Y,5703,11.428857715430862,2.772222222222222,1,1,1,1,1,2,1
LP663,Male,No,1,Not Graduate,Yes,1129,2983,666,360,0,Urban,Y,4112,6.1741741741741745,1.85,1,0,1,1,1,2,1
LP664,Female,Yes,2,Graduate,Yes,2601,142,471,12,1,Urban,Y,2743,5.823779193205945,39.25,0,1,2,0,1,2,1
LP665,Male,Yes,1,Graduate,Yes,778,2761,233,240,0,Rural,N,3539,15.188841201716738,0.9708333333333333,1,1,1,0,1,0,0
LP666,Male,No,0,Not Graduate,No,1779,3435,321,120,0,Semiurban,Y,5214,16.242990654205606,2.675,1,0,0,1,0,1,1
LP667,Female,No,3+,Graduate,No,7992,2431,623,300,1,Urban,N,10423,16.730337078651687,2.0766666666666667,0,0,3,0,0,2,0
LP668,Female,Yes,3+,Not Graduate,No,7928,1848,474,240,1,Urban,N,9776,20.62447257383966,1.975,0,1,3,1,0,2,0
LP669,Male,Yes,0,Not Graduate,No,3846,2696,96,84,0,Urban,Y,6542,68.14583333333333,1.1428571428571428,1,1,0,1,0,2,1
LP670,Male,No,2,Not Graduate,No,3580,1717,311,84,0,Semiurban,Y,5297,17.032154340836012,3.7023809523809526,1,0,2,1,0,1,1
LP671,Male,No,2,Not Graduate,No,3824,3072,688,180,1,Urban,Y,6896,10.023255813953488,3.8222222222222224,1,0,2,1,0,2,1
LP672,Female,Yes,3+,Not Graduate,Yes,4079,1067,443,180,0,Semiurban,N,5146,11.616252821670429,2.4611111111111112,0,1,3,1,1,1,0
LP673,Female,No,1,Graduate,Yes,2915,2786,690,360,0,Rural,N,5701,8.26231884057971,1.9166666666666667,0,0,1,0,1,0,0
LP674,Female,Yes,2,Not Graduate,No,7334,3791,143,120,1,Rural,Y,11125,77.7972027972028,1.1916666666666667,0,1,2,1,0,0,1
LP675,Female,Yes,2,Graduate,No,4519,1288,58,300,1,Rural,N,5807,100.12068965517241,0.19333333333333333,0,1,2,0,0,0,0
LP676,Male,Yes,0,Graduate,Yes,4930,3871,440,120,1,Semiurban,Y,8801,20.00227272727273,3.6666666666666665,1,1,0,0,1,1,1
LP677,Female,Yes,0,Not Graduate,Yes,265,1806,348,36,0,Urban,Y,2071,5.9511494252873565,9.666666666666666,0,1,0,1,1,2,1
LP678,Female,Yes,1,Not Graduate,Yes,5106,1504,355,180,1,Urban,N,6610,18.619718309859156,1.9722222222222223,0,1,1,1,1,2,0
LP679,Female,No,2,Graduate,No,2153,3308,654,360,1,Urban,N,5461,8.350152905198776,1.8166666666666667,0,0,2,0,0,2,0
LP680,Female,No,2,Graduate,No,842,2951,355,60,0,Urban,Y,3793,10.684507042253522,5.916666666666667,0,0,2,0,0,2,1
LP681,Female,No,0,Graduate,No,3312,71,657,12,0,Urban,N,3383,5.149162861491629,54.75,0,0,0,0,0,2,0
LP682,Male,No,2,Not Graduate,Yes,1255,1690,253,12,1,Semiurban,N,2945,11.640316205533598,21.083333333333332,1,0,2,1,1,1,0
LP683,Male,Yes,3+,Graduate,Yes,6617,1344,117,60,1,Rural,N,7961,68.04273504273505,1.95,1,1,3,0,1,0,0
LP684,Female,Yes,0,Not Graduate,No,3158,3303,541,120,0,Urban,N,6461,11.942698706099815,4.508333333333334,0,1,0,1,0,2,0
LP685,Male,Yes,1,Not Graduate,No,2311,3113,98,60,0,Rural,N,5424,55.3469387755102,1.6333333333333333,1,1,1,1,0,0,0
LP686,Female,Yes,0,Not Graduate,Yes,6038,882,304,360,1,Semiurban,Y,6920,22.763157894736842,0.8444444444444444,0,1,0,1,1,1,1
LP687,Female,No,2,Graduate,Yes,7375,2662,120,300,1,Semiurban,N,10037,83.64166666666667,0.4,0,0,2,0,1,1,0
LP688,Male,Yes,1,Not Graduate,Yes,303,1504,597,60,0,Urban,Y,1807,3.0268006700167502,9.95,1,1,1,1,1,2,1
LP689,Male,Yes,0,Not Graduate,Yes,6146,2463,185,360,1,Semiurban,N,8609,46.535135135135135,0.5138888888888888,1,1,0,1,1,1,0
LP690,Female,No,3+,Not Graduate,No,5673,2553,351,180,0,Rural,Y,8226,23.435897435897434,1.95,0,0,3,1,0,0,1
LP691,Female,No,3+,Not Graduate,Yes,3849,732,668,240,1,Urban,Y,4581,6.857784431137724,2.783333333333333,0,0,3,1,1,2,1
LP692,Female,No,0,Not Graduate,Yes,5535,1748,109,84,0,Urban,Y,7283,66.81651376146789,1.2976190476190477,0,0,0,1,1,2,1
LP693,Male,No,3+,Graduate,Yes,4560,3924,637,84,0,Rural,Y,8484,13.31868131868132,7.583333333333333,1,0,3,0,1,0,1
LP694,Female,Yes,3+,Not Graduate,No,3936,423,612,36,1,Urban,Y,4359,7.122549019607843,17.0,0,1,3,1,0,2,1
LP695,Female,Yes,3+,Not Graduate,No,1214,3478,409,120,1,Urban,N,4692,11.471882640586797,3.408333333333333,0,1,3,1,0,2,0
LP696,Female,No,1,Graduate,Yes,4350,1591,36,300,0,Rural,N,5941,165.02777777777777,0.12,0,0,1,0,1,0,0
LP697,Male,Yes,3+,Not Graduate,Yes,6170,492,545,240,1,Urban,Y,6662,12.223853211009175,2.2708333333333335,1,1,3,1,1,2,1
LP698,Female,Yes,3+,Graduate,Yes,2063,191,66,240,1,Urban,N,2254,34.15151515151515,0.275,0,1,3,0,1,2,0
LP699,Female,Yes,3+,Not Graduate,No,1366,498,506,180,1,Rural,N,1864,3.683794466403162,2.811111111111111,0,1,3,1,0,0,0
LP700,Male,No,1,Graduate,No,5670,1256,305,60,0,Semiurban,Y,6926,22.708196721311474,5.083333333333333,1,0,1,0,0,1,1
LP701,Female,Yes,0,Graduate,No,7595,1968,142,120,1,Rural,Y,9563,67.34507042253522,1.1833333333333333,0,1,0,0,0,0,1
LP702,Female,No,2,Not Graduate,Yes,2551,2186,339,12,1,Urban,N,4737,13.973451327433628,28.25,0,0,2,1,1,2,0
LP703,Male,Yes,3+,Not Graduate,No,7309,816,257,240,0,Rural,Y,8125,31.6147859922179,1.0708333333333333,1,1,3,1,0,0,1
LP704,Female,Yes,0,Not Graduate,Yes,1922,3220,558,360,1,Urban,N,5142,9.21505376344086,1.55,0,1,0,1,1,2,0
LP705,Male,Yes,3+,Graduate,Yes,2110,1473,83,12,1,Urban,N,3583,43.16867469879518,6.916666666666667,1,1,3,0,1,2,0
LP706,Male,No,1,Graduate,Yes,2930,1086,662,36,0,Rural,N,4016,6.066465256797583,18.38888888888889,1,0,1,0,1,0,0
LP707,Female,Yes,0,Graduate,No,5849,1874,176,60,0,Urban,Y,7723,43.88068181818182,2.933333333333333,0,1,0,0,0,2,1
LP708,Female,No,1,Not Graduate,Yes,4954,870,511,60,1,Semiurban,Y,5824,11.397260273972602,8.516666666666667,0,0,1,1,1,1,1
LP709,Female,No,3+,Graduate,No,7573,2042,363,300,1,Urban,Y,9615,26.487603305785125,1.21,0,0,3,0,0,2,1
LP710,Female,No,3+,Graduate,No,4896,272,233,240,0,Rural,Y,5168,22.180257510729614,0.9708333333333333,0,0,3,0,0,0,1
LP711,Male,Yes,1,Not Graduate,Yes,3021,1029,672,180,0,Semiurban,Y,4050,6.026785714285714,3.7333333333333334,1,1,1,1,1,1,1
LP712,Female,Yes,2,Graduate,Yes,5192,3218,539,84,1,Semiurban,Y,8410,15.602968460111317,6.416666666666667,0,1,2,0,1,1,1
LP713,Male,Yes,1,Graduate,No,810,4069,154,360,1,Urban,Y,4879,31.681818181818183,0.42777777777777776,1,1,1,0,0,2,1
LP714,Female,Yes,3+,Not Graduate,Yes,6392,1051,249,12,1,Rural,N,7443,29.89156626506024,20.75,0,1,3,1,1,0,0
LP715,Female,No,1,Graduate,No,2785,4033,352,36,0,Urban,Y,6818,19.369318181818183,9.777777777777779,0,0,1,0,0,2,1
LP716,Female,No,2,Not Graduate,Yes,2479,1573,43,84,1,Urban,Y,4052,94.23255813953489,0.5119047619047619,0,0,2,1,1,2,1
LP717,Male,No,1,Not Graduate,No,4104,3190,9,60,0,Rural,Y,7294,810.4444444444445,0.15,1,0,1,1,0,0,1
LP718,Female,Yes,2,Not Graduate,No,2600,3797,161,12,0,Rural,Y,6397,39.732919254658384,13.416666666666666,0,1,2,1,0,0,1
LP719,Female,No,2,Not Graduate,No,1282,3289,437,120,0,Urban,Y,4571,10.459954233409611,3.6416666666666666,0,0,2,1,0,2,1
LP720,Female,Yes,1,Not Graduate,No,849,3747,516,240,1,Semiurban,N,4596,8.906976744186046,2.15,0,1,1,1,0,1,0
LP721,Female,No,1,Graduate,Yes,6492,2105,134,36,1,Urban,Y,8597,64.15671641791045,3.7222222222222223,0,0,1,0,1,2,1
LP722,Male,Yes,0,Graduate,Yes,7620,307,499,120,1,Semiurban,N,7927,15.885771543086172,4.158333333333333,1,1,0,0,1,1,0
LP723,Female,Yes,3+,Not Graduate,No,2188,3359,490,180,0,Urban,Y,5547,11.320408163265306,2.7222222222222223,0,1,3,1,0,2,1
LP724,Male,No,2,Not Graduate,No,6620,3176,353,240,1,Rural,N,9796,27.75070821529745,1.4708333333333334,1,0,2,1,0,0,0
LP725,Male,No,0,Graduate,Yes,6447,1251,229,12,0,Semiurban,N,7698,33.61572052401747,19.083333333333332,1,0,0,0,1,1,0
LP726,Male,No,1,Not Graduate,Yes,4797,2747,33,240,0,Rural,N,7544,228.6060606060606,0.1375,1,0,1,1,1,0,0
LP727,Male,No,3+,Not Graduate,Yes,7962,1517,536,84,0,Rural,N,9479,17.684701492537314,6.380952380952381,1,0,3,1,1,0,0
LP728,Male,Yes,0,Not Graduate,Yes,4650,1378,190,300,0,Rural,N,6028,31.726315789473684,0.6333333333333333,1,1,0,1,1,0,0
LP729,Male,No,2,Graduate,Yes,4707,1961,507,84,0,Rural,N,6668,13.151873767258383,6.035714285714286,1,0,2,0,1,0,0
LP730,Female,No,0,Graduate,Yes,2329,2863,649,180,0,Rural,Y,5192,8.0,3.6055555555555556,0,0,0,0,1,0,1
LP731,Male,No,2,Not Graduate,No,2988,2656,50,360,1,Urban,Y,5644,112.88,0.1388888888888889,1,0,2,1,0,2,1
LP732,Male,Yes,1,Not Graduate,Yes,1023,2494,489,120,0,Semiurban,Y,3517,7.192229038854806,4.075,1,1,1,1,1,1,1
LP733,Male,Yes,3+,Graduate,Yes,233,4005,447,84,1,Urban,Y,4238,9.480984340044742,5.321428571428571,1,1,3,0,1,2,1
LP734,Female,No,3+,Graduate,No,1572,3563,410,300,0,Urban,Y,5135,12.524390243902438,1.3666666666666667,0,0,3,0,0,2,1
LP735,Female,Yes,3+,Not Graduate,Yes,7047,922,554,360,1,Urban,Y,7969,14.384476534296029,1.538888888888889,0,1,3,1,1,2,1
LP736,Male,No,1,Not Graduate,Yes,2825,2959,353,84,1,Rural,N,5784,16.38526912181303,4.2023809523809526,1,0,1,1,1,0,0
LP737,Female,Yes,2,Graduate,Yes,3330,183,53,60,1,Urban,N,3513,66.28301886792453,0.8833333333333333,0,1,2,0,1,2,0
LP738,Male,Yes,1,Graduate,Yes,4466,3358,654,300,1,Semiurban,Y,7824,11.963302752293577,2.18,1,1,1,0,1,1,1
LP739,Male,Yes,3+,Graduate,Yes,4125,1398,29,120,0,Urban,Y,5523,190.44827586206895,0.24166666666666667,1,1,3,0,1,2,1
LP740,Female,Yes,1,Not Graduate,No,6846,2796,642,36,0,Rural,N,9642,15.018691588785046,17.833333333333332,0,1,1,1,0,0,0
LP741,Male,No,1,Graduate,Yes,1541,536,78,360,0,Semiurban,Y,2077,26.628205128205128,0.21666666666666667,1,0,1,0,1,1,1
LP742,Female,No,1,Not Graduate,No,3368,1273,56,60,0,Semiurban,N,4641,82.875,0.9333333333333333,0,0,1,1,0,1,0
LP743,Female,No,2,Graduate,No,4357,2967,499,36,1,Semiurban,Y,7324,14.677354709418838,13.86111111111111,0,0,2,0,0,1,1
LP744,Male,Yes,0,Graduate,Yes,764,3049,559,12,1,Semiurban,Y,3813,6.821109123434705,46.583333333333336,1,1,0,0,1,1,1
LP745,Male,No,0,Graduate,No,5827,1096,295,300,1,Urban,Y,6923,23.46779661016949,0.9833333333333333,1,0,0,0,0,2,1
LP746,Female,No,1,Graduate,Yes,3121,1305,18,60,0,Rural,N,4426,245.88888888888889,0.3,0,0,1,0,1,0,0
LP747,Male,No,0,Not Graduate,No,3715,915,550,240,1,Semiurban,Y,4630,8.418181818181818,2.2916666666666665,1,0,0,1,0,1,1
LP748,Male,Yes,0,Not Graduate,No,3726,3081,282,12,0,Semiurban,Y,6807,24.138297872340427,23.5,1,1,0,1,0,1,1
LP749,Male,Yes,1,Graduate,Yes,4720,1028,608,12,1,Rural,Y,5748,9.453947368421053,50.666666666666664,1,1,1,0,1,0,1
LP750,Female,Yes,1,Not Graduate,Yes,7129,1977,389,360,1,Urban,Y,9106,23.408740359897173,1.0805555555555555,0,1,1,1,1,2,1
LP751,Female,No,3+,Graduate,Yes,6159,3354,337,300,1,Semiurban,N,9513,28.228486646884274,1.1233333333333333,0,0,3,0,1,1,0
LP752,Male,No,0,Graduate,Yes,420,2511,487,60,1,Urban,N,2931,6.018480492813142,8.116666666666667,1,0,0,0,1,2,0
LP753,Female,No,2,Graduate,Yes,4216,270,23,180,1,Urban,Y,4486,195.04347826086956,0.12777777777777777,0,0,2,0,1,2,1
LP754,Female,Yes,1,Graduate,No,2618,1186,524,60,0,Urban,Y,3804,7.259541984732825,8.733333333333333,0,1,1,0,0,2,1
LP755,Female,Yes,3+,Not Graduate,No,6166,3764,199,84,1,Urban,Y,9930,49.89949748743719,2.369047619047619,0,1,3,1,0,2,1
LP756,Female,No,2,Graduate,No,7000,2398,176,12,0,Semiurban,N,9398,53.39772727272727,14.666666666666666,0,0,2,0,0,1,0
LP757,Female,Yes,0,Graduate,No,1540,1711,529,120,0,Semiurban,N,3251,6.145557655954631,4.408333333333333,0,1,0,0,0,1,0
